ID_N,UBIGEO,CCDI,NOMBREDI,INF301,INF301_TOTAL,INF302_1,INF303_1,INF304A_1,INF304B_1,INF305C_1,INF305D_1,INF306E_1,INF302_2,INF303_2,INF304A_2,INF304B_2,INF305C_2,INF305D_2,INF306E_2,INF302_3,INF303_3,INF304A_3,INF304B_3,INF305C_3,INF305D_3,INF306E_3,INF302_4,INF303_4,INF304A_4,INF304B_4,INF305C_4,INF305D_4,INF306E_4,INF302_5,INF303_5,INF304A_5,INF304B_5,INF305C_5,INF305D_5,INF306E_5,INF302_6,INF303_6,INF304A_6,INF304B_6,INF305C_6,INF305D_6,INF306E_6,INF302_7,INF303_7,INF304A_7,INF304B_7,INF305C_7,INF305D_7,INF306E_7,INF302_8,INF303_8,INF304A_8,INF304B_8,INF305C_8,INF305D_8,INF306E_8,INF302_9,INF303_9,INF304A_9,INF304B_9,INF305C_9,INF305D_9,INF306E_9,INF302_10,INF302_10_O,INF303_10,INF304A_10,INF304B_10,INF305C_10,INF305D_10,INF306E_10,INF307_1,INF308_1,INF309A_1,INF309B_1,INF310C_1,INF310D_1,INF311E_1,INF312_1,INF307_2,INF308_2,INF309A_2,INF309B_2,INF310C_2,INF310D_2,INF311E_2,INF312_2,INF307_3,INF308_3,INF309A_3,INF309B_3,INF310C_3,INF310D_3,INF311E_3,INF312_3,INF307_4,INF308_4,INF309A_4,INF309B_4,INF310C_4,INF310D_4,INF311E_4,INF312_4,INF307_5,INF308_5,INF309A_5,INF309B_5,INF310C_5,INF310D_5,INF311E_5,INF312_5,INF307_6,INF308_6,INF309A_6,INF309B_6,INF310C_6,INF310D_6,INF311E_6,INF312_6,INF307_7,INF308_7,INF309A_7,INF309B_7,INF310C_7,INF310D_7,INF311E_7,INF312_7,INF307_8,INF308_8,INF309A_8,INF309B_8,INF310C_8,INF310D_8,INF311E_8,INF312_8,INF307_9,INF307_9_O,INF308_9,INF309A_9,INF309B_9,INF310C_9,INF310D_9,INF311E_9,INF312_9,INF313_1,INF314_1,INF315A_1,INF315B_1,INF316C_1,INF316D_1,INF313_2,INF314_2,INF315A_2,INF315B_2,INF316C_2,INF316D_2,INF313_3,INF314_3,INF315A_3,INF315B_3,INF316C_3,INF316D_3,INF313_4,INF314_4,INF315A_4,INF315B_4,INF316C_4,INF316D_4,INF313_5,INF313_5_O,INF314_5,INF315A_5,INF315B_5,INF316C_5,INF316D_5,INF332_1,INF333_1_1,INF333_2_1,INF333_3_1,INF333_4_1,INF333_5_1,INF333_5_1_O,INF332_2,INF333_1_2,INF333_2_2,INF333_3_2,INF333_4_2,INF333_5_2,INF333_5_2_O,INF332_3,INF333_1_3,INF333_2_3,INF333_3_3,INF333_4_3,INF333_5_3,INF333_5_3_O,INF332_4,INF333_1_4,INF333_2_4,INF333_3_4,INF333_4_4,INF333_5_4,INF333_5_4_O,INF332_5,INF333_1_5,INF333_2_5,INF333_3_5,INF333_4_5,INF333_5_5,INF333_5_5_O,INF332_6,INF333_1_6,INF333_2_6,INF333_3_6,INF333_4_6,INF333_5_6,INF333_5_6_O,INF332_7,INF333_1_7,INF333_2_7,INF333_3_7,INF333_4_7,INF333_5_7,INF333_5_7_O,INF332_8,INF333_1_8,INF333_2_8,INF333_3_8,INF333_4_8,INF333_5_8,INF333_5_8_O,INF332_9,INF333_1_9,INF333_2_9,INF333_3_9,INF333_4_9,INF333_5_9,INF333_5_9_O,INF332_10,INF332_10_O,INF333_1_10,INF333_2_10,INF333_3_10,INF333_4_10,INF333_5_10,INF333_5_10_O,INF334,INF334A,INF334A_DIA,INF334A_MES,INF334A_ANIO,INF336_1,INF336_2,INF336_3,INF336_4,INF336_4_O,INF336_5,INF337,INF338_1,INF339_1,INF338_3,INF339_3,INF338_4,INF339_4,INF338_6,INF339_6,INF338_7,INF339_7,INF338_10,INF338_10_O,INF339_10,INF338A_1,INF338A_2,INF340_1,INF340A_1_A,INF340A_1_B,INF340A_1_C,INF340A_1_D,INF340TOTAL_1,INF340_2,INF340A_2_A,INF340A_2_B,INF340A_2_C,INF340A_2_D,INF340TOTAL_2,INF340_3,INF340A_3_A,INF340A_3_B,INF340A_3_C,INF340A_3_D,INF340TOTAL_3,INF340_4,INF340A_4_A,INF340A_4_B,INF340A_4_C,INF340A_4_D,INF340TOTAL_4,INF340_5,INF340A_5_A,INF340A_5_B,INF340A_5_C,INF340A_5_D,INF340TOTAL_5,INF340_6,INF340A_6_A,INF340A_6_B,INF340A_6_C,INF340A_6_D,INF340TOTAL_6,INF340_7,INF340A_7_A,INF340A_7_B,INF340A_7_C,INF340A_7_D,INF340TOTAL_7,INF340_8,INF340A_8_A,INF340A_8_B,INF340A_8_C,INF340A_8_D,INF340TOTAL_8,INF340_9,INF340_9_O,INF340A_9_A,INF340A_9_B,INF340A_9_C,INF340A_9_D,INF340TOTAL_9,INF340_10,INF340A_10_A,INF340A_10_B,INF340A_10_C,INF340A_10_D,INF340TOTAL_10,INF340_11,INF340A_11_A,INF340A_11_B,INF340A_11_C,INF340A_11_D,INF340TOTAL_11,INF340_12,INF340A_12_A,INF340A_12_B,INF340A_12_C,INF340A_12_D,INF340TOTAL_12,INF340_13,INF340A_13_A,INF340A_13_B,INF340A_13_C,INF340A_13_D,INF340TOTAL_13,INF340_14,INF340A_14_A,INF340A_14_B,INF340A_14_C,INF340A_14_D,INF340TOTAL_14,INF340_15,INF340A_15_A,INF340A_15_B,INF340A_15_C,INF340A_15_D,INF340TOTAL_15,INF340_16,INF340_16_O,INF340A_16_A,INF340A_16_B,INF340A_16_C,INF340A_16_D,INF340TOTAL_16,INF340B,INF340B_1,INF340C_A_1,INF340C_B_1,INF340C_C_1,INF340C_D_1,INF340BTOTAL_1,INF340B_2,INF340C_A_2,INF340C_B_2,INF340C_C_2,INF340C_D_2,INF340BTOTAL_2,INF340B_3,INF340C_A_3,INF340C_B_3,INF340C_C_3,INF340C_D_3,INF340BTOTAL_3,INF340B_4,INF340C_A_4,INF340C_B_4,INF340C_C_4,INF340C_D_4,INF340BTOTAL_4,INF340B_5,INF340B_5_O,INF340C_A_5,INF340C_B_5,INF340C_C_5,INF340C_D_5,INF340B_TOTAL_5,INF342_1,INF343_1,INF344_1_1,INF344_2_1,INF345_1_1,INF345_2_1,INF345_3_1,INF346_1_1,INF346_2_1,INF346_3_1,INF347_1_1,INF347_2_1,INF347_3_1,INF347_4_1,INF347_4_1_O,INF348_1_1,INF348_2_1,INF348_3_1,INF349_1_1,INF349_2_1,INF349_3_1,INF349_4_1,INF349_5_1,INF349_5_1_O,INF349_6_1,INF350_1_1,INF350_2_1,INF350_3_1,INF350_3_1_O,INF350_4_1,INF351_1_1,INF351_2_1,INF351_3_1,INF351_4_1,INF351_4_1_O,INF352_1_1,INF352_2_1,INF352_3_1,INF352_4_1,INF352_5_1,INF352_6_1,INF352_7_1,INF352_8_1,INF352_9_1,INF352_10_1,INF352_11_1,INF352_12_1,INF352_13_1,INF352_13_1_O,INF352_14_1,INF342_2,INF343_2,INF344_1_2,INF344_2_2,INF345_1_2,INF345_2_2,INF345_3_2,INF346_1_2,INF346_2_2,INF346_3_2,INF347_1_2,INF347_2_2,INF347_3_2,INF347_4_2,INF347_4_2_O,INF348_1_2,INF348_2_2,INF348_3_2,INF349_1_2,INF349_2_2,INF349_3_2,INF349_4_2,INF349_5_2,INF349_5_2_O,INF349_6_2,INF350_1_2,INF350_2_2,INF350_3_2,INF350_3_2_O,INF350_4_2,INF351_1_2,INF351_2_2,INF351_3_2,INF351_4_2,INF351_4_2_O,INF352_1_2,INF352_2_2,INF352_3_2,INF352_4_2,INF352_5_2,INF352_6_2,INF352_7_2,INF352_8_2,INF352_9_2,INF352_10_2,INF352_11_2,INF352_12_2,INF352_13_2,INF352_13_2_O,INF352_14_2,INF342_3,INF343_3,INF344_1_3,INF344_2_3,INF345_1_3,INF345_2_3,INF345_3_3,INF346_1_3,INF346_2_3,INF346_3_3,INF347_1_3,INF347_2_3,INF347_3_3,INF347_4_3,INF347_4_3_O,INF348_1_3,INF348_2_3,INF348_3_3,INF349_1_3,INF349_2_3,INF349_3_3,INF349_4_3,INF349_5_3,INF349_5_3_O,INF349_6_3,INF350_1_3,INF350_2_3,INF350_3_3,INF350_3_3_O,INF350_4_3,INF351_1_3,INF351_2_3,INF351_3_3,INF351_4_3,INF351_4_3_O,INF352_1_3,INF352_2_3,INF352_3_3,INF352_4_3,INF352_5_3,INF352_6_3,INF352_7_3,INF352_8_3,INF352_9_3,INF352_10_3,INF352_11_3,INF352_12_3,INF352_13_3,INF352_13_3_O,INF352_14_3,INF342_4,INF343_4,INF344_1_4,INF344_2_4,INF345_1_4,INF345_2_4,INF345_3_4,INF346_1_4,INF346_2_4,INF346_3_4,INF347_1_4,INF347_2_4,INF347_3_4,INF347_4_4,INF347_4_4_O,INF348_1_4,INF348_2_4,INF348_3_4,INF349_1_4,INF349_2_4,INF349_3_4,INF349_4_4,INF349_5_4,INF349_5_4_O,INF349_6_4,INF350_1_4,INF350_2_4,INF350_3_4,INF350_3_4_O,INF350_4_4,INF351_1_4,INF351_2_4,INF351_3_4,INF351_4_4,INF351_4_4_O,INF352_1_4,INF352_2_4,INF352_3_4,INF352_4_4,INF352_5_4,INF352_6_4,INF352_7_4,INF352_8_4,INF352_9_4,INF352_10_4,INF352_11_4,INF352_12_4,INF352_13_4,INF352_13_4_O,INF352_14_4,INF342_5,INF343_5,INF344_1_5,INF344_2_5,INF345_1_5,INF345_2_5,INF345_3_5,INF346_1_5,INF346_2_5,INF346_3_5,INF347_1_5,INF347_2_5,INF347_3_5,INF347_4_5,INF347_4_5_O,INF348_1_5,INF348_2_5,INF348_3_5,INF349_1_5,INF349_2_5,INF349_3_5,INF349_4_5,INF349_5_5,INF349_5_5_O,INF349_6_5,INF350_1_5,INF350_2_5,INF350_3_5,INF350_3_5_O,INF350_4_5,INF351_1_5,INF351_2_5,INF351_3_5,INF351_4_5,INF351_4_5_O,INF352_1_5,INF352_2_5,INF352_3_5,INF352_4_5,INF352_5_5,INF352_6_5,INF352_7_5,INF352_8_5,INF352_9_5,INF352_10_5,INF352_11_5,INF352_12_5,INF352_13_5,INF352_13_5_O,INF352_14_5,INF342_6,INF343_6,INF344_1_6,INF344_2_6,INF345_1_6,INF345_2_6,INF345_3_6,INF346_1_6,INF346_2_6,INF346_3_6,INF347_1_6,INF347_2_6,INF347_3_6,INF347_4_6,INF347_4_6_O,INF348_1_6,INF348_2_6,INF348_3_6,INF349_1_6,INF349_2_6,INF349_3_6,INF349_4_6,INF349_5_6,INF349_5_6_O,INF349_6_6,INF350_1_6,INF350_2_6,INF350_3_6,INF350_3_6_O,INF350_4_6,INF351_1_6,INF351_2_6,INF351_3_6,INF351_4_6,INF351_4_6_O,INF352_1_6,INF352_2_6,INF352_3_6,INF352_4_6,INF352_5_6,INF352_6_6,INF352_7_6,INF352_8_6,INF352_9_6,INF352_10_6,INF352_11_6,INF352_12_6,INF352_13_6,INF352_13_6_O,INF352_14_6,INF342_7,INF343_7,INF344_1_7,INF344_2_7,INF345_1_7,INF345_2_7,INF345_3_7,INF346_1_7,INF346_2_7,INF346_3_7,INF347_1_7,INF347_2_7,INF347_3_7,INF347_4_7,INF347_4_7_O,INF348_1_7,INF348_2_7,INF348_3_7,INF349_1_7,INF349_2_7,INF349_3_7,INF349_4_7,INF349_5_7,INF349_5_7_O,INF349_6_7,INF350_1_7,INF350_2_7,INF350_3_7,INF350_3_7_O,INF350_4_7,INF351_1_7,INF351_2_7,INF351_3_7,INF351_4_7,INF351_4_7_O,INF352_1_7,INF352_2_7,INF352_3_7,INF352_4_7,INF352_5_7,INF352_6_7,INF352_7_7,INF352_8_7,INF352_9_7,INF352_10_7,INF352_11_7,INF352_12_7,INF352_13_7,INF352_13_7_O,INF352_14_7,INF342_8,INF342_8_O,INF343_8,INF344_1_8,INF344_2_8,INF345_1_8,INF345_2_8,INF345_3_8,INF346_1_8,INF346_2_8,INF346_3_8,INF347_1_8,INF347_2_8,INF347_3_8,INF347_4_8,INF347_4_8_O,INF348_1_8,INF348_2_8,INF348_3_8,INF349_1_8,INF349_2_8,INF349_3_8,INF349_4_8,INF349_5_8,INF349_5_8_O,INF349_6_8,INF350_1_8,INF350_2_8,INF350_3_8,INF350_3_O_8,INF350_4_8,INF351_1_8,INF351_2_8,INF351_3_8,INF351_4_8,INF351_4_8_O,INF352_1_8,INF352_2_8,INF352_3_8,INF352_4_8,INF352_5_8,INF352_6_8,INF352_7_8,INF352_8_8,INF352_9_8,INF352_10_8,INF352_11_8,INF352_12_8,INF352_13_8,INF352_13_8_O,INF352_14_8
0001,10,01,RUPA-RUPA,Sí,3,Sí,3,3,0,0,0,0,No, , , , , , ,No, , , , , , ,Sí,6,3,3,0,0,0,No, , , , , , ,No, , , , , , ,No, , , , , , ,Sí,4,2,2,0,0,0,No, , , , , , ,No, , , , , , , ,Sí,13,10,3,0,0,0,0,No, , , , , ,3,0,Sí,3,0,3,0,0,1,0,No, , , , , , , ,No, , , , , , , ,Sí,1,0,1,0,0,0,0,No, , , , , , , ,No, , , , , , , ,No, , , , , , , , ,Sí,1,1,0,0,0,No, , , , , ,No, , , , , ,No, , , , , ,No, , , , , , ,Sí,1,0,0,0,0, ,Sí,1,0,0,0,0, ,Sí,1,0,0,0,0, ,No, , , , , , ,No, , , , , , ,Sí,1,0,0,0,0, ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , , ,Sí,Fecha,10,9,2017,1,1,0,0, ,0,1,1,Manual,1,Manual,1,Manual,1,Manual,1,Manual,1,LIBRO DE ACTAS FISCALES,Manual,No,Sí,1,0,32,0,0,32,1,0,42,0,0,42,1,0,6,0,0,6,1,0,1,0,0,1,1,0,6,0,0,6,1,0,23,0,0,23,1,0,44,0,0,44,1,0,0,10,0,10,0, , , , , , ,1,0,23,0,0,23,1,0,14,0,0,14,1,0,10,0,0,10,1,0,12,0,0,12,0, , , , , ,1,0,9,0,0,9,0, , , , , , ,Sí,1,0,3,0,0,3,1,0,12,0,0,12,0, , , , , ,1,0,24,0,0,24,0, , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Sí,3,3,0,0,0,0,0,3,0,3,0,0,0, ,3,0,0,0,3,0,0,0, ,0,0,0,0, ,0,0,0,0,0, ,3,3,3,3,3,3,3,3,3,3,3,3,0, ,0,Sí,1,1,0,0,0,0,0,1,0,1,0,0,0, ,1, , ,0,1,0,0,0, ,0,0,0,0, ,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0002,10,06,MARIANO DAMASO BERAUN,No, ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,Sí,1,1,0,0,0,0,No, , , , , , ,No, , , , , , , ,Sí,3,1,2,0,0,0,0,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,Sí,3,1,1,1,0,0,0,No, , , , , , , ,No, , , , , , , , ,No, , , , , ,No, , , , , ,No, , , , , ,No, , , , , ,No, , , , , , ,Sí,1,0,0,0,0, ,Sí,1,0,0,0,0, ,Sí,1,0,0,0,0, ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , , ,No, , , , ,1,1,0,0, ,0,1,1,Manual,1,Manual,1,Manual,1,Manual,0, ,0, , ,No,No,1,0,4,0,0,4,1,0,14,0,0,14,1,0,2,0,0,2,1,0,2,0,0,2,1,0,8,0,0,8,1,0,40,0,0,40,1,0,6,0,0,6,1,0,10,0,0,10,0, , , , , , ,0, , , , , ,0, , , , , ,0, , , , , ,0, , , , , ,0, , , , , ,0, , , , , ,0, , , , , , ,Sí,0, , , , , ,1,0,10,0,0,10,1,0,2,0,0,2,1,0,20,0,0,20,0, , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Sí,3,2,1,1,0,0,0,3,0,3,0,0,0, ,1,1,0,0,2,0,0,0, ,0,0,0,0, ,1,1,0,0,0, ,1,1,2,1,1,1,0,2,1,1,0,2,1,ALTAVOZ,0,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0003,10,04,JOSE CRESPO Y CASTILLO,No, ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,Sí,1,1,0,0,0,0,No, , , , , , ,No, , , , , , , ,Sí,5,5,0,0,0,0,0,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,Sí,2,2,0,0,0,0,0,No, , , , , , , ,No, , , , , , , , ,Sí,1,1,0,0,0,No, , , , , ,No, , , , , ,No, , , , , ,No, , , , , , ,Sí,1,0,0,0,0, ,Sí,1,0,0,0,0, ,Sí,1,0,0,0,0, ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , , ,No, , , , ,0,1,0,0, ,0,1,1,Manual,1,Manual,1,Manual,1,Manual,1,Manual,0, , ,No,No,1,0,13,0,0,13,1,0,42,0,0,42,1,0,4,0,0,4,1,0,11,0,0,11,1,0,6,0,0,6,1,0,11,0,0,11,1,0,6,0,0,6,1,0,5,0,0,5,0, , , , , , ,1,0,20,0,0,20,1,0,20,0,0,20,1,0,9,0,0,9,1,0,10,0,0,10,0, , , , , ,0, , , , , ,0, , , , , , ,Sí,1,0,1,0,0,1,1,0,7,0,0,7,1,0,2,0,0,2,1,0,14,0,0,14,0, , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Sí,1,1,0,0,0,0,0,1,0,1,0,0,0, ,1,0,0,0,1,0,0,0, ,0,0,0,0, ,0,0,0,0,0, ,0,0,1,0,0,0,0,1,0,0,0,0,1,ALTAVOZ,0,Sí,2,2,0,0,0,0,0,2,0,2,0,0,0, ,2,0,0,0,2,0,0,0, ,0,0,0,0, ,0,0,0,0,0, ,2,2,2,2,2,2,0,2,2,2,0,2,2,ALTAVOZ,0,Sí,2,1,1,1,0,0,0,2,0,2,0,0,0, ,1, , ,0,1,0,0,0, ,0,0,0,0, ,1,1,0,0,0, ,0,0,1,0,0,0,0,1,0,0,0,0,0, ,0,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0004,22,01,TOCACHE,Sí,1,Sí,1,1,0,0,0,0,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,Sí,1,1,0,0,0,0,No, , , , , , ,No, , , , , , , ,Sí,7,7,0,0,0,0,7,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,No, , , , , , , , ,No, , , , , ,No, , , , , ,No, , , , , ,No, , , , , ,No, , , , , , ,Sí,1,0,0,0,0, ,Sí,1,0,0,0,0, ,Sí,1,0,0,0,0, ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , , ,No, , , , ,0,1,0,0, ,0,0,1,Manual,1,Manual,1,Manual,1,Manual,1,Manual,0, , ,No,No,1,0,8,0,0,8,1,0,12,0,0,12,0, , , , , ,1,0,5,0,0,5,1,0,3,0,0,3,1,0,11,0,0,11,1,0,12,0,0,12,1,0,12,0,0,12,0, , , , , , ,1,0,20,0,0,20,1,0,40,0,0,40,1,0,40,0,0,40,1,0,5,0,0,5,1,0,50,0,0,50,0, , , , , ,0, , , , , , ,Sí,1,0,13,0,0,13,1,0,17,0,0,17,0, , , , , ,1,0,30,0,0,30,0, , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Sí,4,4,0,0,0,0,0,1,3,4,0,0,0, ,2,2,0,0,4,0,0,0, ,0,0,0,0, ,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Sí,3,2,1,1,0,0,0,1,2,2,1,0,0, ,2, , ,0,2,0,0,0, ,0,0,0,0, ,1,0,0,1,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0005,22,02,NUEVO PROGRESO,No, ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,Sí,1,1,0,0,0,0,No, , , , , , ,No, , , , , , , ,Sí,4,4,0,0,0,0,0,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,Sí,1,1,0,0,0,3,0,No, , , , , , , ,No, , , , , , , , ,No, , , , , ,No, , , , , ,No, , , , , ,No, , , , , ,No, , , , , , ,Sí,1,0,0,0,0, ,Sí,1,0,0,0,0, ,Sí,1,0,0,0,0, ,No, , , , , , ,No, , , , , , ,Sí,1,0,0,0,0, ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , , ,Sí,Fecha,18,11,2017,1,1,0,0, ,0,1,1,Manual,1,Manual,1,Manual,1,Manual,1,Manual,0, , ,No,Sí,1,0,7,0,0,7,1,0,14,0,0,14,1,0,3,0,0,3,1,0,8,0,0,8,1,0,2,0,0,2,1,0,20,0,0,20,1,0,5,0,0,5,1,0,10,0,0,10,0, , , , , , ,1,0,20,0,0,20,1,0,20,0,0,20,1,0,20,0,0,20,1,0,4,0,0,4,1,0,10,0,0,10,1,0,1,0,0,1,0, , , , , , ,Sí,1,0,1,0,0,1,1,0,10,0,0,10,0, , , , , ,1,0,20,0,0,20,0, , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Sí,2,2,0,0,0,0,0,1,1,2,0,0,0, ,1,1,0,0,1,0,0,0, ,1,0,0,0, ,0,0,0,0,0, ,0,0,2,0,0,0,0,2,0,0,0,2,0, ,0,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Sí,2,2,0,0,0,0,0,2,0,2,0,0,0, ,2, , ,0,0,0,0,0, ,2,0,0,0, ,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
0006,22,05,UCHIZA,No, ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,Sí,1,1,0,0,0,0,No, , , , , , ,No, , , , , , , ,Sí,6,4,2,0,0,0,4,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,No, , , , , , , ,Sí,2,2,0,0,0,0,2,No, , , , , , , ,No, , , , , , , , ,No, , , , , ,No, , , , , ,No, , , , , ,No, , , , , ,No, , , , , , ,Sí,1,0,0,0,0, ,Sí,1,0,0,0,0, ,Sí,1,0,0,0,0, ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , ,No, , , , , , , ,No, , , , ,1,0,0,0, ,0,0,0, ,1,Manual,1,Manual,1,Manual,1,Manual,0, , ,No,No,1,0,11,0,0,11,1,0,14,0,0,14,0, , , , , ,1,0,4,0,0,4,1,0,4,0,0,4,1,0,15,0,0,15,1,0,7,0,0,7,1,0,20,0,0,20,0, , , , , , ,0, , , , , ,1,0,20,0,0,20,1,0,7,1,0,8,0, , , , , ,0, , , , , ,0, , , , , ,0, , , , , , ,Sí,0, , , , , ,1,0,6,0,0,6,0, , , , , ,1,0,11,0,0,11,0, , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Sí,2,2,0,0,0,0,0,2,0,2,0,0,0, ,0,2,0,0,2,0,0,0, ,0,0,0,0, ,0,0,0,0,0, ,0,0,2,0,0,0,0,2,0,0,0,0,0, ,0,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Sí,1,1,0,0,0,0,0,1,0,1,0,0,0, ,1, , ,0,0,0,0,0, ,1,0,0,0, ,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0,0,0,0, ,0,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
